id,code,description
676,B00.59,Other herpesviral disease of eye
677,B00.7,Disseminated herpesviral disease
678,B00.8,Other forms of herpesviral infections
679,B00.81,Herpesviral hepatitis
680,B00.82,Herpes simplex myelitis
681,B00.89,Other herpesviral infection
682,B00.9,Herpesviral infection and unspecified
683,B01.0,Varicella meningitis
684,B01.1,Varicella encephalitis and myelitis and encephalomyelitis
685,B01.11,Varicella encephalitis and encephalomyelitis
686,B01.12,Varicella myelitis
687,B01.2,Varicella pneumonia
688,B01.8,Varicella with other complications
689,B01.81,Varicella keratitis
690,B01.89,Other varicella complications
691,B01.9,Varicella without complication
692,B02.0,Zoster encephalitis
693,B02.1,Zoster meningitis
694,B02.2,Zoster with other nervous system involvement
695,B02.21,Postherpetic geniculate ganglionitis
696,B02.22,Postherpetic trigeminal neuralgia
697,B02.23,Postherpetic polyneuropathy
698,B02.24,Postherpetic myelitis
699,B02.29,Other postherpetic nervous system involvement
700,B02.3,Zoster ocular disease
701,B02.30,Zoster ocular disease and unspecified
702,B02.31,Zoster conjunctivitis
703,B02.32,Zoster iridocyclitis
704,B02.33,Zoster keratitis
705,B02.34,Zoster scleritis
706,B02.39,Other herpes zoster eye disease
707,B02.7,Disseminated zoster
708,B02.8,Zoster with other complications
709,B02.9,Zoster without complications
710,B03,Smallpox
711,B04,Monkeypox
712,B05,Measles
713,B05.0,Measles complicated by encephalitis
714,B05.1,Measles complicated by meningitis
715,B05.2,Measles complicated by pneumonia
716,B05.3,Measles complicated by otitis media
717,B05.4,Measles with intestinal complications
718,B05.8,Measles with other complications
719,B05.81,Measles keratitis and keratoconjunctivitis
720,B05.89,Other measles complications
721,B05.9,Measles without complication
722,B06.0,Rubella with neurological complications
723,B06.00,Rubella with neurological complication and unspecified
724,B06.01,Rubella encephalitis
725,B06.02,Rubella meningitis
726,B06.09,Other neurological complications of rubella
727,B06.8,Rubella with other complications
728,B06.81,Rubella pneumonia
729,B06.82,Rubella arthritis
730,B06.89,Other rubella complications
731,B06.9,Rubella without complication
732,B07,Viral warts
733,B07.0,Plantar wart
734,B07.8,Other viral warts
735,B07.9,Viral wart and unspecified
736,B08,Other viral infections characterized by skin and mucous membrane lesions and not elsewhere classified
737,B08.0,Other orthopoxvirus infections
738,B08.01,Cowpox and vaccinia not from vaccine
739,B08.010,Cowpox
740,B08.011,Vaccinia not from vaccine
741,B08.02,Orf virus disease
742,B08.04,Paravaccinia and unspecified
743,B08.09,Other orthopoxvirus infections
744,B08.1,Molluscum contagiosum
745,B08.4,Enteroviral vesicular stomatitis with exanthem
746,B08.5,Enteroviral vesicular pharyngitis
747,B08.6,Parapoxvirus infections
748,B08.60,Parapoxvirus infection and unspecified
749,B08.61,Bovine stomatitis
750,B08.62,Sealpox
751,B08.69,Other parapoxvirus infections
752,B08.7,Yatapoxvirus infections
753,B08.70,Yatapoxvirus infection and unspecified
754,B08.71,Tanapox virus disease
755,B08.72,Yaba pox virus disease
756,B08.79,Other yatapoxvirus infections
757,B08.8,Other specified viral infections characterized by skin and mucous membrane lesions
758,B09,Unspecified viral infection characterized by skin and mucous membrane lesions
759,B10,Other human herpesviruses
760,B10.0,Other human herpesvirus encephalitis
761,B10.09,Other human herpesvirus encephalitis
762,B10.8,Other human herpesvirus infection
763,B10.89,Other human herpesvirus infection
764,B15,Acute hepatitis A
765,B15.0,Hepatitis A with hepatic coma
766,B15.9,Hepatitis A without hepatic coma
767,B16,Acute hepatitis B
768,B16.0,Acute hepatitis B with delta-agent with hepatic coma
769,B16.1,Acute hepatitis B with delta-agent without hepatic coma
770,B16.2,Acute hepatitis B without delta-agent with hepatic coma
771,B16.9,Acute hepatitis B without delta-agent and without hepatic coma
772,B17,Other acute viral hepatitis
773,B17.0,Acute delta-(super) infection of hepatitis B carrier
774,B17.1,Acute hepatitis C
775,B17.10,Acute hepatitis C without hepatic coma
776,B17.11,Acute hepatitis C with hepatic coma
777,B17.2,Acute hepatitis E
778,B17.8,Other specified acute viral hepatitis
779,B17.9,Acute viral hepatitis and unspecified
780,B18,Chronic viral hepatitis
781,B18.0,Chronic viral hepatitis B with delta-agent
782,B18.1,Chronic viral hepatitis B without delta-agent
783,B18.2,Chronic viral hepatitis C
784,B18.8,Other chronic viral hepatitis
785,B18.9,Chronic viral hepatitis and unspecified
786,B19,Unspecified viral hepatitis
787,B19.0,Unspecified viral hepatitis with hepatic coma
788,B19.1,Unspecified viral hepatitis B
789,B19.10,Unspecified viral hepatitis B without hepatic coma
790,B19.11,Unspecified viral hepatitis B with hepatic coma
791,B19.2,Unspecified viral hepatitis C
792,B19.20,Unspecified viral hepatitis C without hepatic coma
793,B19.21,Unspecified viral hepatitis C with hepatic coma
794,B19.9,Unspecified viral hepatitis without hepatic coma
795,B25,Cytomegaloviral disease
796,B25.0,Cytomegaloviral pneumonitis
797,B25.1,Cytomegaloviral hepatitis
798,B25.2,Cytomegaloviral pancreatitis
799,B25.8,Other cytomegaloviral diseases
800,B25.9,Cytomegaloviral disease and unspecified
801,B26,Mumps
802,B26.0,Mumps orchitis
803,B26.1,Mumps meningitis
804,B26.2,Mumps encephalitis
805,B26.3,Mumps pancreatitis
806,B26.8,Mumps with other complications
807,B26.81,Mumps hepatitis
808,B26.82,Mumps myocarditis
809,B26.83,Mumps nephritis
810,B26.84,Mumps polyneuropathy
811,B26.85,Mumps arthritis
812,B26.89,Other mumps complications
813,B26.9,Mumps without complication
814,B27,Infectious mononucleosis
815,B27.0,Gammaherpesviral mononucleosis
816,B27.00,Gammaherpesviral mononucleosis without complication
817,B27.01,Gammaherpesviral mononucleosis with polyneuropathy
818,B27.02,Gammaherpesviral mononucleosis with meningitis
819,B27.09,Gammaherpesviral mononucleosis with other complications
820,B27.1,Cytomegaloviral mononucleosis
821,B27.10,Cytomegaloviral mononucleosis without complications
822,B27.11,Cytomegaloviral mononucleosis with polyneuropathy
823,B27.12,Cytomegaloviral mononucleosis with meningitis
824,B27.19,Cytomegaloviral mononucleosis with other complication
825,B27.8,Other infectious mononucleosis
826,B27.80,Other infectious mononucleosis without complication
827,B27.81,Other infectious mononucleosis with polyneuropathy
828,B27.82,Other infectious mononucleosis with meningitis
829,B27.89,Other infectious mononucleosis with other complication
830,B27.9,Infectious mononucleosis and unspecified
831,B27.90,Infectious mononucleosis and unspecified without complication
832,B27.91,Infectious mononucleosis and unspecified with polyneuropathy
833,B27.92,Infectious mononucleosis and unspecified with meningitis
834,B27.99,Infectious mononucleosis and unspecified with other complication
835,B30,Viral conjunctivitis
836,B30.0,Keratoconjunctivitis due to adenovirus
837,B30.1,Conjunctivitis due to adenovirus
838,B30.2,Viral pharyngoconjunctivitis
839,B30.3,Acute epidemic hemorrhagic conjunctivitis (enteroviral)
840,B30.8,Other viral conjunctivitis
841,B30.9,Viral conjunctivitis and unspecified
842,B33,Other viral diseases and not elsewhere classified
843,B33.0,Epidemic myalgia
844,B33.1,Ross River disease
845,B33.2,Viral carditis
846,B33.20,Viral carditis and unspecified
847,B33.21,Viral endocarditis
848,B33.22,Viral myocarditis
849,B33.23,Viral pericarditis
850,B33.24,Viral cardiomyopathy
851,B33.3,Retrovirus infections and not elsewhere classified
852,B33.8,Other specified viral diseases
853,B34,Viral infection of unspecified site
854,B34.0,Adenovirus infection and unspecified
855,B34.1,Enterovirus infection and unspecified
856,B34.2,Coronavirus infection and unspecified
857,B34.3,Parvovirus infection and unspecified
858,B34.4,Papovavirus infection and unspecified
859,B34.8,Other viral infections of unspecified site
860,B34.9,Viral infection and unspecified
861,B35,Dermatophytosis
862,B35.0,Tinea barbae and tinea capitis
863,B35.1,Tinea unguium
864,B35.2,Tinea manuum
865,B35.3,Tinea pedis
866,B35.4,Tinea corporis
867,B35.5,Tinea imbricata
868,B35.6,Tinea cruris
869,B35.8,Other dermatophytoses
870,B35.9,Dermatophytosis and unspecified
871,B36,Other superficial mycoses
872,B36.0,Pityriasis versicolor
873,B36.1,Tinea nigra
874,B36.2,White piedra
875,B36.3,Black piedra
876,B36.8,Other specified superficial mycoses
877,B36.9,Superficial mycosis and unspecified
878,B37,Candidiasis
879,B37.0,Candidal stomatitis
880,B37.1,Pulmonary candidiasis
881,B37.2,Candidiasis of skin and nail
882,B37.3,Candidiasis of vulva and vagina
883,B37.4,Candidiasis of other urogenital sites
884,B37.41,Candidal cystitis and urethritis
885,B37.42,Candidal balanitis
886,B37.49,Other urogenital candidiasis
887,B37.5,Candidal meningitis
888,B37.6,Candidal endocarditis
889,B37.7,Candidal sepsis
890,B37.8,Candidiasis of other sites
891,B37.81,Candidal esophagitis
892,B37.82,Candidal enteritis
893,B37.83,Candidal cheilitis
894,B37.84,Candidal otitis externa
895,B37.89,Other sites of candidiasis
896,B37.9,Candidiasis and unspecified
897,B38,Coccidioidomycosis
898,B38.0,Acute pulmonary coccidioidomycosis
899,B38.1,Chronic pulmonary coccidioidomycosis
900,B38.2,Pulmonary coccidioidomycosis and unspecified
901,B38.3,Cutaneous coccidioidomycosis
902,B38.4,Coccidioidomycosis meningitis
903,B38.7,Disseminated coccidioidomycosis
904,B38.8,Other forms of coccidioidomycosis
905,B38.81,Prostatic coccidioidomycosis
906,B38.89,Other forms of coccidioidomycosis
907,B38.9,Coccidioidomycosis and unspecified
908,B39,Histoplasmosis
909,B39.0,Acute pulmonary histoplasmosis capsulati
910,B39.1,Chronic pulmonary histoplasmosis capsulati
911,B39.2,Pulmonary histoplasmosis capsulati and unspecified
912,B39.3,Disseminated histoplasmosis capsulati
913,B39.4,Histoplasmosis capsulati and unspecified
914,B39.5,Histoplasmosis duboisii
915,B39.9,Histoplasmosis and unspecified
916,B40,Blastomycosis
917,B40.0,Acute pulmonary blastomycosis
918,B40.1,Chronic pulmonary blastomycosis
919,B40.2,Pulmonary blastomycosis and unspecified
920,B40.3,Cutaneous blastomycosis
921,B40.7,Disseminated blastomycosis
922,B40.8,Other forms of blastomycosis
923,B40.81,Blastomycotic meningoencephalitis
924,B40.89,Other forms of blastomycosis
925,B40.9,Blastomycosis and unspecified
926,B41,Paracoccidioidomycosis
927,B41.0,Pulmonary paracoccidioidomycosis
928,B41.7,Disseminated paracoccidioidomycosis
929,B41.8,Other forms of paracoccidioidomycosis
930,B41.9,Paracoccidioidomycosis and unspecified
931,B42,Sporotrichosis
932,B42.0,Pulmonary sporotrichosis
933,B42.1,Lymphocutaneous sporotrichosis
934,B42.7,Disseminated sporotrichosis
935,B42.8,Other forms of sporotrichosis
936,B42.81,Cerebral sporotrichosis
937,B42.82,Sporotrichosis arthritis
938,B42.89,Other forms of sporotrichosis
939,B42.9,Sporotrichosis and unspecified
940,B43,Chromomycosis and pheomycotic abscess
941,B43.0,Cutaneous chromomycosis
942,B43.1,Pheomycotic brain abscess
943,B43.2,Subcutaneous pheomycotic abscess and cyst
944,B43.8,Other forms of chromomycosis
945,B43.9,Chromomycosis and unspecified
946,B44,Aspergillosis
947,B44.0,Invasive pulmonary aspergillosis
948,B44.1,Other pulmonary aspergillosis
949,B44.2,Tonsillar aspergillosis
950,B44.7,Disseminated aspergillosis
951,B44.8,Other forms of aspergillosis
952,B44.81,Allergic bronchopulmonary aspergillosis
953,B44.89,Other forms of aspergillosis
954,B44.9,Aspergillosis and unspecified
955,B45,Cryptococcosis
956,B45.0,Pulmonary cryptococcosis
957,B45.1,Cerebral cryptococcosis
958,B45.2,Cutaneous cryptococcosis
959,B45.3,Osseous cryptococcosis
960,B45.7,Disseminated cryptococcosis
961,B45.8,Other forms of cryptococcosis
962,B45.9,Cryptococcosis and unspecified
963,B46,Zygomycosis
964,B46.0,Pulmonary mucormycosis
965,B46.1,Rhinocerebral mucormycosis
966,B46.2,Gastrointestinal mucormycosis
967,B46.3,Cutaneous mucormycosis
968,B46.4,Disseminated mucormycosis
969,B46.5,Mucormycosis and unspecified
970,B46.8,Other zygomycoses
971,B46.9,Zygomycosis and unspecified
972,B47,Mycetoma
973,B47.0,Eumycetoma
974,B47.1,Actinomycetoma
975,B47.9,Mycetoma and unspecified
976,B48,Other mycoses and not elsewhere classified
977,B48.0,Lobomycosis
978,B48.1,Rhinosporidiosis
979,B48.2,Allescheriasis
980,B48.3,Geotrichosis
981,B48.4,Penicillosis
982,B48.8,Other specified mycoses
983,B49,Unspecified mycosis
984,B50,Plasmodium falciparum malaria
985,B50.0,Plasmodium falciparum malaria with cerebral complications
986,B50.8,Other severe and complicated Plasmodium falciparum malaria
987,B50.9,Plasmodium falciparum malaria and unspecified
988,B51,Plasmodium vivax malaria
989,B51.0,Plasmodium vivax malaria with rupture of spleen
990,B51.8,Plasmodium vivax malaria with other complications
991,B51.9,Plasmodium vivax malaria without complication
992,B52,Plasmodium malariae malaria
993,B52.0,Plasmodium malariae malaria with nephropathy
994,B52.8,Plasmodium malariae malaria with other complications
995,B52.9,Plasmodium malariae malaria without complication
996,B53,Other specified malaria
997,B53.0,Plasmodium ovale malaria
998,B53.1,Malaria due to simian plasmodia
999,B53.8,Other malaria and not elsewhere classified
1000,B54,Unspecified malaria
1001,B55,Leishmaniasis
1002,B55.0,Visceral leishmaniasis
1003,B55.1,Cutaneous leishmaniasis
1004,B55.2,Mucocutaneous leishmaniasis
1005,B55.9,Leishmaniasis and unspecified
1006,B56,African trypanosomiasis
1007,B56.0,Gambiense trypanosomiasis
1008,B56.1,Rhodesiense trypanosomiasis
1009,B56.9,African trypanosomiasis and unspecified
1010,B58,Toxoplasmosis
1011,B58.0,Toxoplasma oculopathy
1012,B58.00,Toxoplasma oculopathy and unspecified
1013,B58.01,Toxoplasma chorioretinitis
1014,B58.09,Other toxoplasma oculopathy
1015,B58.1,Toxoplasma hepatitis
1016,B58.2,Toxoplasma meningoencephalitis
1017,B58.3,Pulmonary toxoplasmosis
1018,B58.8,Toxoplasmosis with other organ involvement
1019,B58.81,Toxoplasma myocarditis
1020,B58.82,Toxoplasma myositis
1021,B58.83,Toxoplasma tubulo-interstitial nephropathy
1022,B58.89,Toxoplasmosis with other organ involvement
1023,B58.9,Toxoplasmosis and unspecified
1024,B59,Pneumocystosis
1025,B60,Other protozoal diseases and not elsewhere classified
1026,B60.0,Babesiosis
1027,B60.1,Acanthamebiasis
1028,B60.10,Acanthamebiasis and unspecified
1029,B60.11,Meningoencephalitis due to Acanthamoeba (culbertsoni)
1030,B60.12,Conjunctivitis due to Acanthamoeba
1031,B60.13,Keratoconjunctivitis due to Acanthamoeba
1032,B60.19,Other acanthamebic disease
1033,B60.2,Naegleriasis
1034,B60.8,Other specified protozoal diseases
1035,B64,Unspecified protozoal disease
1036,B65.2,Schistosomiasis due to Schistosoma japonicum
1037,B65.3,Cercarial dermatitis
1038,B65.8,Other schistosomiasis
1039,B65.9,Schistosomiasis and unspecified
1040,B66,Other fluke infections
1041,B66.0,Opisthorchiasis
1042,B66.1,Clonorchiasis
1043,B66.2,Dicroceliasis
1044,B66.3,Fascioliasis
1045,B66.4,Paragonimiasis
1046,B66.5,Fasciolopsiasis
1047,B66.8,Other specified fluke infections
1048,B66.9,Fluke infection and unspecified
1049,B67,Echinococcosis
1050,B67.0,Echinococcus granulosus infection of liver
1051,B67.1,Echinococcus granulosus infection of lung
1052,B67.2,Echinococcus granulosus infection of bone
1053,B67.3,Echinococcus granulosus infection and other and multiple sites
1054,B67.31,Echinococcus granulosus infection and thyroid gland
1055,B67.32,Echinococcus granulosus infection and multiple sites
1056,B67.39,Echinococcus granulosus infection and other sites
1057,B67.4,Echinococcus granulosus infection and unspecified
1058,B67.5,Echinococcus multilocularis infection of liver
1059,B67.6,Echinococcus multilocularis infection and other and multiple sites
1060,B67.61,Echinococcus multilocularis infection and multiple sites
1061,B67.69,Echinococcus multilocularis infection and other sites
1062,B67.7,Echinococcus multilocularis infection and unspecified
1063,B67.8,Echinococcosis and unspecified and of liver
1064,B67.9,Echinococcosis and other and unspecified
1065,B67.90,Echinococcosis and unspecified
1066,B67.99,Other echinococcosis
1067,B68,Taeniasis
1068,B68.0,Taenia solium taeniasis
1069,B68.1,Taenia saginata taeniasis
1070,B68.9,Taeniasis and unspecified
1071,B69,Cysticercosis
1072,B69.0,Cysticercosis of central nervous system
1073,B69.1,Cysticercosis of eye
