id,code,dosage,Name,
575,9631,0.1MG,HISERPIA,
576,9631,0.25MG,HISERPIA,
577,9637,25MG/ML,HYDROCORTISONE ACETATE,
578,9637,50MG/ML,HYDROCORTISONE ACETATE,
579,9645,0.25MG,SERPIVITE,
580,9659,10MG,HYDROCORTISONE,
581,9659,20MG,HYDROCORTISONE,
582,9660,50MG,NOLUDAR,
583,9660,200MG,NOLUDAR,
584,9660,50MG/5ML,NOLUDAR,
585,9660,300MG,NOLUDAR,
586,9663,0.1MG,RESERPINE,
587,9663,0.25MG,RESERPINE,
588,9667,0.1MG,RESERPINE,
589,9667,0.25MG,RESERPINE,
590,9668,50MG,RAUWOLFIA SERPENTINA,
591,9668,100MG,RAUWOLFIA SERPENTINA,
592,9698,400MG,MILTOWN,
593,9698,200MG,MILTOWN,
594,9729,10MG/ML,PATHILON,
595,9750,500MG,VALMID,
596,9766,5MG,METICORTEN,
597,9766,1MG,METICORTEN,
598,9768,200MG,PLAQUENIL,
599,9789,20MG/ML,MYLAXEN,
600,9796,10MG,CORTRIL,
601,9818,5MG,KEMADRIN,
602,9818,2MG,KEMADRIN,
603,9829,60MG,MESTINON,
604,9830,5MG/ML,MESTINON,
605,9838,0.1MG,RESERPINE,
606,9838,0.25MG,RESERPINE,
607,9854,40 UNITS/ML,CORTROPHIN-ZINC,
608,9859,0.1MG,RESERPINE,
609,9859,0.25MG,RESERPINE,
610,9864,50MG/ML,CORTEF,
611,9866,EQ 100MG BASE/VIAL,SOLU-CORTEF,
612,9866,EQ 250MG BASE/VIAL,SOLU-CORTEF,
613,9866,EQ 500MG BASE/VIAL,SOLU-CORTEF,
614,9866,EQ 1GM BASE/VIAL,SOLU-CORTEF,
615,9895,1%,CORT-DOME,
616,9895,0.5%,CORT-DOME,
617,9900,EQ 10MG BASE/5ML,CORTEF,
618,9925,1% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DYCLONE,
619,9925,0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DYCLONE,
620,9926,50MG,RAUSERPIN,
621,9926,100MG,RAUSERPIN,
622,9986,5MG,DELTASONE,
623,9986,2.5MG,DELTASONE,
624,9986,10MG,DELTASONE,
625,9986,20MG,DELTASONE,
626,9986,50MG,DELTASONE,
627,9987,5MG,DELTA-CORTEF,
628,9996,5MG,STERANE,
629,10010,250MG/5ML,STILPHOSTROL,
630,10010,50MG,STILPHOSTROL,
631,10012,2.5MG/ML,SANDRIL,
632,10021,500MG,PLACIDYL,
633,10021,100MG,PLACIDYL,
634,10021,200MG,PLACIDYL,
635,10021,750MG,PLACIDYL,
636,10028,400MG,EQUANIL,
637,10028,200MG,EQUANIL,
638,10040,66%;10%,RENOGRAFIN-76,
639,10040,52%;8%,RENOGRAFIN-60,
640,10040,30%,RENO-DIP,
641,10040,60%,RENO-60,
642,10040,76%,DIATRIZOATE MEGLUMINE,
643,10040,30%,CYSTOGRAFIN,
644,10040,28.5%;29.1%,RENOVIST II,
645,10040,34.3%;35%,RENOVIST,
646,10040,30%,RENO-30,
647,10040,18%,CYSTOGRAFIN DILUTE,
648,10060,0.1MG,FLORINEF,
649,10093,EQ 10MG BASE;EQ 10MG BASE,BIPHETAMINE 20,
650,10093,EQ 6.25MG BASE;EQ 6.25MG BASE,BIPHETAMINE 12.5,
651,10093,EQ 3.75MG BASE;EQ 3.75MG BASE,BIPHETAMINE 7.5,
652,10104,5MG,MEPHYTON,
653,10124,0.1MG,SERPALAN,
654,10124,0.25MG,SERPALAN,
655,10151,50MG/ML,DILANTIN,
656,10155,10MG,MYTELASE,
657,10187,5MG,RITALIN,
658,10187,10MG,RITALIN,
659,10187,20MG,RITALIN,
660,10209,0.5%,METI-DERM,
661,10210,0.5%;10%,METIMYD,
662,10210,0.5%;10%,METIMYD,
663,10220,60%;30%,HYPAQUE-M90%,
664,10220,50%;25%,HYPAQUE-M75%,
665,10251,2.5MG,INVERSINE,
666,10255,25MG/ML,METICORTELONE,
667,10347,250MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DELALUTIN,
668,10347,125MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DELALUTIN,
669,10348,25MG,SPARINE,
670,10348,50MG,SPARINE,
671,10348,100MG,SPARINE,
672,10348,200MG,SPARINE,
673,10348,10MG,SPARINE,
674,10349,50MG/ML,SPARINE,
675,10349,25MG/ML,SPARINE,
676,10355,2.5MG,QUARZAN,
677,10355,5MG,QUARZAN,
678,10374,0.3MG/INH,MEDIHALER-EPI,
679,10375,0.08MG/INH,MEDIHALER-ISO,
680,10375,0.12MG/INH,ISOPROTERENOL HYDROCHLORIDE,
681,10379,EQ 0.005MG BASE,CYTOMEL,
682,10379,EQ 0.025MG BASE,CYTOMEL,
683,10379,EQ 0.05MG BASE,CYTOMEL,
684,10392,10MG,ATARAX,
685,10392,25MG,ATARAX,
686,10392,100MG,ATARAX,
687,10392,50MG,ATARAX,
688,10401,250MG/5ML,MYSOLINE,
689,10402,25MG/VIAL,PREMARIN,
690,10417,4%,XYLOCAINE 4% PRESERVATIVE FREE,
691,10417,4%,XYLOCAINE 4% PRESERVATIVE FREE,
692,10418,1%,XYLOCAINE,
693,10418,0.005MG/ML;1%,XYLOCAINE W/ EPINEPHRINE,
694,10418,2%,XYLOCAINE,
695,10418,0.005MG/ML;2%,XYLOCAINE W/ EPINEPHRINE,
696,10418,1.5%,XYLOCAINE,
697,10418,0.005MG/ML;1.5%,XYLOCAINE W/ EPINEPHRINE,
698,10423,1MG/ML,LORFAN,
699,10441,0.1MG,RESERPINE,
700,10441,0.25MG,RESERPINE,
701,10441,0.5MG,RESERPINE,
702,10441,1MG,RESERPINE,
703,10460,25MG,PRELUDIN,
704,10485,10MG/5ML,ATARAX,
705,10496,5%,XYLOCAINE 5% W/ GLUCOSE 7.5%,
706,10515,0.2MG/ML,ISUPREL,
707,10520,25MG/ML,LERITINE,
708,10533,100MG,PBZ-SR,
709,10533,50MG,PBZ-SR,
710,10554,0.5%,MAGNACORT,
711,10562,20MG/ML,HYDELTRA-TBA,
712,10571,EQ 5MG BASE,COMPAZINE,
713,10571,EQ 10MG BASE,COMPAZINE,
714,10571,EQ 25MG BASE,COMPAZINE,
715,10581,50MG,HYSERPIN,
716,10585,EQ 25MG BASE,LERITINE,
717,10596,150MG,CELONTIN,
718,10596,300MG,CELONTIN,
719,10598,10MG;10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,BENDECTIN,
720,10599,25MG,TRAL,
721,10611,2MG,HALOTESTIN,
722,10611,5MG,HALOTESTIN,
723,10611,10MG,HALOTESTIN,
724,10653,50MG,DISIPAL,
725,10656,0.025%,FLOROPRYL,
726,10669,2MG,LEUKERAN,
727,10670,500MG,ORINASE,
728,10670,250MG,ORINASE,
729,10679,25MG,CANTIL,
730,10679,25MG/5ML,CANTIL,
731,10686,0.25MG,MODERIL,
732,10686,0.5MG,MODERIL,
733,10718,1%,KWELL,
734,10721,50MG,ANTIVERT,
735,10721,25MG,ANTIVERT,
736,10721,25MG,ANTIVERT,
737,10721,12.5MG,ANTIVERT,
738,10742,EQ 5MG BASE/ML,COMPAZINE,
739,10744,EQ 5MG BASE,DARBID,
740,10753,40MG/AMP,ESTRADURIN,
741,10775,2MG,TRILAFON,
742,10775,4MG,TRILAFON,
743,10775,8MG,TRILAFON,
744,10775,16MG,TRILAFON,
745,10787,EQ 50MG IRON/ML,IRON DEXTRAN,
746,10791,0.05MG/ML,RUBIVITE,
747,10791,0.1MG/ML,RUBIVITE,
748,10791,1MG/ML,RUBIVITE,
749,10791,0.03MG/ML,RUBIVITE,
750,10791,0.12MG/ML,RUBIVITE,
751,10796,0.1MG,HARMONYL,
752,10796,0.25MG,HARMONYL,
753,10799,4MG,DIMETANE,
754,10799,8MG,DIMETANE,
755,10799,12MG,DIMETANE,
756,10831,40 UNITS/ML,CORTICOTROPIN,
757,10831,80 UNITS/ML,CORTICOTROPIN,
758,10841,250MG,PEGANONE,
759,10841,500MG,PEGANONE,
760,10895,5MG,NORLUTIN,
761,10909,50MG,MIRADON,
762,10911,50MG,BUCLADIN-S,
763,10926,25MG,PHENERGAN,
764,10926,12.5MG,PHENERGAN,
765,10927,1-8mCi/VIAL,PHOSPHOTOPE,
766,10929,1-130mCi,IODOTOPE,
767,10929,7-106mCi/BOT,IODOTOPE,
768,10929,1-150mCi,IODOTOPE,
769,10942,30MG/ML,SPARINE,
770,10942,10MG/5ML,SPARINE,
771,10942,100MG/ML,SPARINE,
772,10962,5MG,PARACORT,
773,10971,0.45MG;400MG,PMB 400,
774,10971,0.45MG;200MG,PMB 200,
775,10976,0.075MG;5MG,ENOVID,
776,10976,0.15MG;9.85MG,ENOVID,
777,10976,0.1MG;2.5MG,ENOVID-E,
778,10976,0.1MG;2.5MG,ENOVID-E 21,
779,10976,0.075MG;5MG,ENOVID,
780,10996,325MG;65MG,DARVON W/ ASA,
781,10996,389MG;32.4MG;32MG,DARVON COMPOUND,
782,10996,389MG;32.4MG;65MG,DARVON COMPOUND-65,
783,10997,32MG,DARVON,
784,10997,65MG,DARVON,
785,11000,EQ 10MG BASE,COMPAZINE,
786,11000,EQ 15MG BASE,COMPAZINE,
787,11000,EQ 30MG BASE,COMPAZINE,
788,11000,EQ 75MG BASE,COMPAZINE,
789,11011,500MG,ROBAXIN,
790,11011,750MG,ROBAXIN-750,
791,11028,EQ 0.25% PHOSPHATE,HYDELTRASOL,
792,11045,0.45MG;400MG,MILPREM-400,
793,11045,0.45MG;200MG,MILPREM-200,
794,11047,125MG,CARDRASE,
795,11047,62.5MG,CARDRASE,
796,11073,500MG,WAMPOCAP,
797,11110,2.5MG,ACTIDIL,
798,11111,25MG/ML,VISTARIL,
799,11111,50MG/ML,VISTARIL,
800,11120,30MG,THORAZINE,
801,11120,75MG,THORAZINE,
802,11120,150MG,THORAZINE,
803,11120,200MG,THORAZINE,
804,11120,300MG,THORAZINE,
805,11123,10MG,VESPRIN,
806,11123,25MG,VESPRIN,
807,11123,50MG,VESPRIN,
808,11127,5MG,COMPAZINE,
809,11127,25MG,COMPAZINE,
810,11127,2.5MG,COMPAZINE,
811,11145,500MG,DIURIL,
812,11145,250MG,DIURIL,
813,11145,EQ 500MG BASE/VIAL,DIURIL,
814,11153,4MG,MEDROL,
815,11153,2MG,MEDROL,
816,11153,16MG,MEDROL,
817,11153,8MG,MEDROL,
818,11153,24MG,MEDROL,
819,11153,32MG,MEDROL,
820,11161,2MG,ARISTOCORT,
821,11161,4MG,ARISTOCORT,
822,11161,1MG,ARISTOCORT,
823,11161,16MG,ARISTOCORT,
824,11161,8MG,ARISTOCORT,
825,11178,0.103MG/INH,ISUPREL,
826,11185,0.1MG,RESERPINE,
827,11185,0.25MG,RESERPINE,
828,11188,EQ 5MG BASE/5ML,COMPAZINE,
829,11208,0.5MG/ML;2.3MG/ML;1MG/ML,DEPINAR,
830,11210,100MG,TESSALON,
831,11210,200MG,TESSALON,
832,11213,5MG/ML,TRILAFON,
833,11228,3MG,LIQUAMAR,
834,11245,66%;10%,GASTROGRAFIN,
835,11265,15MG/5ML;6.25MG/5ML,PROMETHAZINE HYDROCHLORIDE AND DESTROMETHORPHAN HYDROBROMIDE,
836,11270,100MG,FUROXONE,
837,11276,EQ 10MG BASE/ML,COMPAZINE,
838,11283,1MG,KENACORT,
839,11283,4MG,KENACORT,
840,11283,2MG,KENACORT,
841,11283,8MG,KENACORT,
842,11284,200MG,MEPROSPAN,
843,11284,400MG,MEPROSPAN,
844,11287,453.6GM/BOT,KAYEXALATE,
845,11294,2MG/5ML,TRILAFON,
846,11300,250MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,PARAFLEX,
847,11316,EQ 2.5MG BASE,TEMARIL,
848,11316,EQ 2.5MG BASE/5ML,TEMARIL,
849,11316,EQ 5MG BASE,TEMARIL,
850,11323,50MG/15ML,FUROXONE,
851,11324,52.7%;26.8%,SINOGRAFIN,
852,11325,20MG/ML,VESPRIN,
853,11325,10MG/ML,VESPRIN,
854,11325,3MG/ML,VESPRIN,
855,11338,99.99%,FLUOTHANE,
856,11340,10%,CERUMENEX,
857,11359,2MG,ORA-TESTRYL,
858,11359,5MG,ORA-TESTRYL,
859,11361,8MG,TRILAFON,
860,11366,50MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DARANIDE,
861,11386,100%,HYPAQUE,
862,11386,40%,HYPAQUE,
863,11418,10MG/ML,DIMETANE-TEN,
864,11444,25MG,TACE,
865,11446,25MG/ML,STERANE,
866,11459,EQ 25MG HCL,VISTARIL,
867,11459,EQ 50MG HCL,VISTARIL,
868,11459,EQ 100MG HCL,VISTARIL,
869,11467,100MG,TRANCOPAL,
870,11467,200MG,TRANCOPAL,
871,11483,356.4MG;30MG;16MG,SYNALGOS-DC,
872,11491,EQ 50MG HCL/5ML,VESPRIN,
873,11496,1.25MG/5ML,ACTIDIL,
874,11521,50MG,RAUWOLFIA SERPENTINA,
875,11521,100MG,RAUWOLFIA SERPENTINA,
876,11522,2.5MG;2.5MG;2.5MG;2.5MG,ADDERALL 10,
877,11522,5MG;5MG;5MG;5MG,ADDERALL 20,
878,11522,1.25MG;1.25MG;1.25MG;1.25MG,ADDERALL 5,
879,11522,7.5MG;7.5MG;7.5MG;7.5MG,ADDERALL 30,
880,11522,1.875MG;1.875MG;1.875MG;1.875MG,ADDERALL 7.5,
881,11522,3.125MG;3.125MG;3.125MG;3.125MG,ADDERALL 12.5,
882,11522,3.75MG;3.75MG;3.75MG;3.75MG,ADDERALL 15,
883,11525,25MG/VIAL,IC-GREEN,
884,11525,50MG/VIAL,IC-GREEN,
885,11525,10MG/VIAL,IC-GREEN,
886,11525,40MG/VIAL,IC-GREEN,
887,11529,500MG,PARAFON FORTE DSC,
888,11552,EQ 1MG BASE,STELAZINE,
889,11552,EQ 2MG BASE,STELAZINE,
890,11552,EQ 5MG BASE,STELAZINE,
891,11552,EQ 10MG BASE,STELAZINE,
892,11552,EQ 2MG BASE/ML,STELAZINE,
893,11552,EQ 10MG BASE/ML,STELAZINE,
894,11556,100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,ANTURANE,
895,11556,200MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,ANTURANE,
896,11557,16MG/5ML,TRILAFON,
897,11559,500MG/VIAL,BREVITAL SODIUM,
898,11559,2.5GM/VIAL,BREVITAL SODIUM,
899,11559,5GM/VIAL,BREVITAL SODIUM,
900,11559,200MG/VIAL,BREVITAL SODIUM,
901,11583,EQ 20MG PHOSPHATE/ML,HYDELTRASOL,
902,11600,0.1%,KENALOG,
903,11600,0.025%,KENALOG,
904,11601,0.025%,KENALOG,
905,11601,0.1%,KENALOG,
906,11602,0.1%,KENALOG,
907,11602,0.025%,KENALOG,
908,11612,10MG,DARICON,
909,11613,EQ 30MG BASE,IONAMIN,
910,11613,EQ 15MG BASE,IONAMIN,
911,11620,85%,CARDIOGRAFIN,
912,11635,250MG;0.125MG,DIUPRES-250,
913,11635,500MG;0.125MG,DIUPRES-500,
914,11641,100MG,DIABINESE,
915,11641,250MG,DIABINESE,
916,11642,275MG,CARDIOQUIN,
917,11657,N/A,BETAPRONE,
918,11664,0.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DECADRON,
919,11664,0.75MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DECADRON,
920,11664,1.5MG,DECADRON,
921,11664,0.25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DECADRON,
922,11664,4MG,DECADRON,
923,11664,6MG,DECADRON,
924,11665,180MG,MESTINON,
925,11673,25MG,TEPANIL,
926,11679,400MG/GM,PENTOTHAL,
927,11683,15MG/VIAL,THIOTEPA,
928,11685,25MG/ML,ARISTOCORT,
929,11689,50MG,PHENERGAN,
930,11695,50%,PHENY-PAS-TEBAMIN,
931,11695,500MG,PHENY-PAS-TEBAMIN,
932,11702,325MG;200MG,EQUAGESIC,
933,11707,1.5MG/ML,OPANA,
934,11707,1MG/ML,OPANA,
935,11719,EQ 20MG BASE/VIAL,METHOTREXATE SODIUM,
936,11719,EQ 50MG BASE/VIAL,METHOTREXATE SODIUM,
937,11719,EQ 2.5MG BASE/ML,METHOTREXATE SODIUM,
938,11719,EQ 25MG BASE/ML,METHOTREXATE SODIUM,
939,11719,EQ 100MG BASE/VIAL,METHOTREXATE SODIUM,
940,11719,EQ 25MG BASE/ML,METHOTREXATE LPF,
941,11719,EQ 1GM BASE/VIAL,METHOTREXATE SODIUM PRESERVATIVE FREE,
942,11719,EQ 50MG BASE/2ML (EQ 25MG BASE/ML),METHOTREXATE SODIUM,
943,11719,EQ 2.5GM BASE/100ML (EQ 25MG BASE/ML),METHOTREXATE PRESERVATIVE FREE,
944,11719,EQ 1GM BASE/40ML (EQ 25MG BASE/ML),METHOTREXATE SODIUM PRESERVATIVE FREE,
945,11719,EQ 500MG BASE/20ML (EQ 25MG BASE/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,METHOTREXATE PRESERVATIVE FREE,
946,11719,EQ 20MG BASE/2ML (EQ 10MG BASE/ML),METHOTREXATE PRESERVATIVE FREE,
947,11721,50MG,NEPTAZANE,
948,11721,25MG,NEPTAZANE,
949,11722,25MG,TENUATE,
950,11730,25MG/ML;25MG/ML,MEPERGAN,
951,11738,5MG,NUMORPHAN,
952,11745,1MG/0.5ML,KONAKION,
953,11745,10MG/ML,KONAKION,
954,11748,0.025%,OXYLONE,
955,11751,2.5MG,PROLIXIN,
956,11751,10MG,PROLIXIN,
957,11751,5MG,PROLIXIN,
958,11751,1MG,PROLIXIN,
959,11751,2.5MG/ML,PROLIXIN,
960,11752,75MG,PRELUDIN,
961,11752,50MG,PRELUDIN,
962,11757,40MG/ML,DEPO-MEDROL,
963,11757,20MG/ML,DEPO-MEDROL,
964,11757,80MG/ML,DEPO-MEDROL,
965,11771,25MG,ATHROMBIN,
966,11771,10MG,ATHROMBIN,
967,11771,5MG,ATHROMBIN,
968,11771,5MG,ATHROMBIN-K,
969,11771,10MG,ATHROMBIN-K,
970,11771,25MG,ATHROMBIN-K,
971,11771,2MG,ATHROMBIN-K,
972,11777,0.67mCi/ML,SODIUM PHOSPHATE P 32,
973,11777,1.5mCi/VIAL,SODIUM PHOSPHATE P 32,
974,11790,100MG/ML,ROBAXIN,
975,11792,350MG,SOMA,
976,11792,250MG,SOMA,
977,11792,250MG,SOMA,
978,11793,25MG,ESIDRIX,
979,11793,50MG,ESIDRIX,
980,11793,100MG,ESIDRIX,
981,11795,EQ 25MG HCL/5ML,VISTARIL,
982,11808,10MG,MELLARIL,
983,11808,25MG,MELLARIL,
984,11808,100MG,MELLARIL,
985,11808,50MG,MELLARIL,
986,11808,30MG/ML,MELLARIL,
987,11808,200MG,MELLARIL,
988,11808,15MG,MELLARIL,
989,11808,150MG,MELLARIL,
990,11808,100MG/ML,MELLARIL,
991,11814,2MG,DISOMER,
992,11814,2MG/5ML,DISOMER,
993,11835,25MG,HYDRODIURIL,
994,11835,50MG,HYDRODIURIL,
995,11835,100MG,HYDRODIURIL,
996,11836,25MG,PRESAMINE,
997,11836,10MG,PRESAMINE,
998,11836,50MG,PRESAMINE,
999,11837,750 UNITS/VIAL,ALPHA CHYMAR,
1000,11838,12.5MG/ML,TOFRANIL,
1001,11839,2.5MG,PROVERA,
1002,11839,5MG,PROVERA,
1003,11839,10MG,PROVERA,
1004,11856,EQ 40MG BASE/VIAL,SOLU-MEDROL,
1005,11856,EQ 125MG BASE/VIAL,SOLU-MEDROL,
1006,11856,EQ 500MG BASE/VIAL,SOLU-MEDROL,
1007,11856,EQ 1GM BASE/VIAL,SOLU-MEDROL,
1008,11856,EQ 2GM BASE/VIAL,SOLU-MEDROL,
1009,11860,0.25%,HUMORSOL,
1010,11860,0.125%,HUMORSOL,
1011,11870,250MG/5ML,DIURIL,
1012,11878,25MG;0.1MG,SERPASIL-ESIDRIX #1,
1013,11878,50MG;0.1MG,SERPASIL-ESIDRIX #2,
1014,11891,25MG/ML,DURABOLIN,
1015,11891,50MG/ML,DURABOLIN,
1016,11903,750 UNITS/VIAL,ZOLYSE,
1017,11909,EQ 15MG BASE,NARDIL,
1018,11914,0.5%;1.8%,VIRAC REX,
1019,11945,5MG,HISPRIL,
1020,11949,50MG,SALURON,
1021,11950,8MG,TACARYL,
1022,11950,4MG/5ML,TACARYL,
1023,11950,3.6MG,TACARYL,
1024,11958,25MG;0.125MG,HYDROPRES 25,
1025,11958,50MG;0.125MG,HYDROPRES 50,
1026,11960,2MG/5ML,ARISTOCORT,
1027,11961,10MG,MARPLAN,
1028,11963,0.125%,PHOSPHOLINE IODIDE,
1029,11963,0.03%,PHOSPHOLINE IODIDE,
1030,11963,0.25%,PHOSPHOLINE IODIDE,
1031,11963,0.06%,PHOSPHOLINE IODIDE,
1032,11964,EQ 50MG BASE/5ML,POVAN,
1033,11971,25MG,ORETIC,
1034,11971,50MG,ORETIC,
1035,11977,EQ 0.05% PHOSPHATE,DECADRON,
1036,11983,EQ 0.1% PHOSPHATE,DECADRON,
1037,11984,EQ 0.1% PHOSPHATE,DECADRON,
1038,12003,2MG,AKINETON,
1039,12015,1MG/ML,COGENTIN,
1040,12026,25MG;15MG,APRESOLINE-ESIDRIX,
1041,12034,0.25MG,PERMITIL,
1042,12034,2.5MG,PERMITIL,
1043,12034,5MG,PERMITIL,
1044,12034,10MG,PERMITIL,
1045,12041,10MG/ML,KENALOG-10,
1046,12052,EQ 50MG BASE/ML,HYDROCORTONE,
1047,12071,EQ 4MG PHOSPHATE/ML,DECADRON,
1048,12071,EQ 24MG PHOSPHATE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DECADRON,
1049,12093,40MG,ISORDIL,
1050,12093,10MG,ISORDIL,
1051,12093,30MG,ISORDIL,
1052,12093,20MG,ISORDIL,
1053,12093,5MG,ISORDIL,
1054,12095,EQ 1GM BASE/VIAL,ORINASE DIAGNOSTIC,
1055,12097,0.1%,KENALOG IN ORABASE,
1056,12102,0.36MG/INH,MEDIHALER ERGOTAMINE,
1057,12104,0.147MG/GM,KENALOG,
1058,12111,0.5%,MYDRIACYL,
1059,12111,1%,MYDRIACYL,
1060,12122,EQ 1MG BASE/VIAL,GLUCAGON,
1061,12122,EQ 10MG BASE/VIAL,GLUCAGON,
1062,12125,0.05MG/ML;2%,CARBOCAINE W/ NEO-COBEFRIN,
1063,12125,3%,CARBOCAINE,
1064,12126,25MG/5ML,ULO,
1065,12128,50MG,FOVANE,
1066,12128,25MG,URESE,
1067,12141,50MG,CYTOXAN,
1068,12141,25MG,CYTOXAN,
1069,12142,100MG/VIAL,CYTOXAN,
1070,12142,200MG/VIAL,CYTOXAN,
1071,12142,500MG/VIAL,CYTOXAN (LYOPHILIZED),
1072,12142,1GM/VIAL,CYTOXAN (LYOPHILIZED),
1073,12142,2GM/VIAL,CYTOXAN (LYOPHILIZED),
1074,12142,100MG/VIAL,LYOPHILIZED CYTOXAN,
1075,12142,200MG/VIAL,LYOPHILIZED CYTOXAN,
1076,12142,500MG/VIAL,CYTOXAN (LYOPHILIZED),
1077,12142,2GM/VIAL,CYTOXAN (LYOPHILIZED),
1078,12142,1GM/VIAL,CYTOXAN (LYOPHILIZED),
1079,12145,2.5MG/5ML,PROLIXIN,
1080,12148,0.125MG;25MG,ORETICYL 25,
1081,12148,0.25MG;25MG,ORETICYL FORTE,
1082,12148,0.125MG;50MG,ORETICYL 50,
1083,12151,50MG,ALDACTONE,
1084,12151,25MG,ALDACTONE,
1085,12151,100MG,ALDACTONE,
1086,12154,40GM/VIAL,UREAPHIL,
1087,12155,350MG,RELA,
1088,12157,100MG,NORFLEX,
1089,12164,2.5MG,NATURETIN-2.5,
1090,12164,5MG,NATURETIN-5,
1091,12164,10MG,NATURETIN-10,
1092,12179,2%,VOSOL,
1093,12184,5MG,NORLUTATE,
1094,12193,25MG;15MG;0.1MG,SER-AP-ES,
1095,12209,500MG/10ML (50MG/ML),FLUOROURACIL,
1096,12223,10MG/ML,AQUAMEPHYTON,
1097,12223,1MG/0.5ML,AQUAMEPHYTON,
1098,12248,35MG,PLEGINE,
1099,12249,10MG,LIBRIUM,
1100,12249,5MG,LIBRIUM,
1101,12249,25MG,LIBRIUM,
1102,12250,1%,CARBOCAINE,
1103,12250,2%,CARBOCAINE,
1104,12250,1.5%,CARBOCAINE,
1105,12254,20MG,TINDAL,
1106,12259,1.5MG,ALPHADROL,
1107,12265,2MG,NAQUA,
1108,12265,4MG,NAQUA,
1109,12265,0.1MG;4MG,NAQUIVAL,
1110,12281,325MG;400MG,ROBAXISAL,
1111,12283,50MG,HYGROTON,
1112,12283,25MG,HYGROTON,
1113,12285,40USP UNITS/ML,SYNTOCINON,
1114,12301,100MG/AMP,LIBRIUM,
1115,12302,2MG,CHOLOXIN,
1116,12302,4MG,CHOLOXIN,
1117,12302,1MG,CHOLOXIN,
1118,12302,6MG,CHOLOXIN,
1119,12329,EQ 10MG SULFATE,ISMELIN,
1120,12329,EQ 25MG SULFATE,ISMELIN,
1121,12339,0.34MG/INH,BRONKOMETER,
1122,12339,1%,BRONKOSOL,
1123,12339,0.25%,BRONKOSOL,
1124,12342,EQ 10MG BASE,PARNATE,
1125,12359,50MG;0.125MG,SALUTENSIN,
1126,12359,25MG;0.125MG,SALUTENSIN-DEMI,
1127,12365,325MG;200MG,SOMA COMPOUND,
1128,12366,325MG;200MG;16MG,SOMA COMPOUND W/ CODEINE,
1129,12376,0.5MG/5ML,DECADRON,
1130,12380,250MG,ZARONTIN,
1131,12382,20MG/ML,LARGON,
1132,12383,0.5MG;500MG,COLBENEMID,
1133,12394,2MG;60MG,DISOPHROL,
1134,12402,EQ 180MG BASE/VIAL,IVADANTIN,
1135,12418,5MG/ML,AKINETON,
1136,12419,1MG,PERMITIL,
1137,12421,0.25%,MEDROL ACETATE,
1138,12421,1%,MEDROL ACETATE,
1139,12427,50MG,DIDREX,
1140,12427,25MG,DIDREX,
1141,12429,40MG,THIOGUANINE,
1142,12455,400MG,EQUANIL,
1143,12462,0.025MG;2.5MG,LOMOTIL,
1144,12470,2MG/GM,AKRINOL,
1145,12485,EQ 50MG BASE,POVAN,
1146,12486,100MG,TARACTAN,
1147,12486,50MG,TARACTAN,
1148,12486,25MG,TARACTAN,
1149,12486,10MG,TARACTAN,
1150,12487,12.5MG/ML,TARACTAN,
1151,12489,50MG,EXNA,
1152,12515,EQ 4MG BASE/5ML,KENACORT,
1153,12516,2MG,SANSERT,
1154,12524,2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,ENDURON,
1155,12524,5MG,ENDURON,
1156,12541,100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DEPO-PROVERA,
1157,12541,400MG/ML,DEPO-PROVERA,
1158,12542,100MG,TANDEARIL,
1159,12546,75MG,TENUATE DOSPAN,
1160,12575,10MG/5ML;30MG/5ML;1.25MG/5ML,ACTIFED W/ CODEINE,
1161,12583,0.5%,OPHTHETIC,
1162,12594,2MG,METAHYDRIN,
1163,12594,4MG,METAHYDRIN,
1164,12616,25MG;25MG,ALDACTAZIDE,
1165,12616,50MG;50MG,ALDACTAZIDE,
1166,12623,250MG,FLAGYL,
1167,12623,500MG,FLAGYL,
1168,12649,4MG,PERIACTIN,
1169,12657,0.6MG,CELESTONE,
1170,12665,10MG/VIAL,VELBAN,
1171,12674,0.5MG/5ML,HEXADROL,
1172,12675,0.5MG,HEXADROL,
1173,12675,0.75MG,HEXADROL,
1174,12675,1.5MG,HEXADROL,
