id,code,description
417,44770-6,Neuronal nuclear IgG Ab [Titer] in Serum by Immunofluorescence,
418,11503-0,Medical records,
419,7722-2,Strawberry triggered histamine release [Units/volume] in Blood,
420,26221-2,Elbow - left MRI,
421,21706-7,Deprecated MT-ND4 gene p.R304H [Presence] in Blood or Tissue by Molecular genetics method,
422,66179-3,Exclusion criteria for fasting plasma glucose [PhenX],
423,71038-4,I feel loved in the past 7 days [FACIT],
424,24611-6,Outpatient Consultation 2nd opinion,
425,55273-7,Polio virus immunization status,
426,26486-1,Monocytes/100 leukocytes in Cerebral spinal fluid,
427,28426-5,Neglect Behavior Family [OMAHA],
428,32649-6,Hydroxytriazolam [Mass/volume] in Serum or Plasma,
429,9629-7,Tolazamide [Mass/volume] in Serum or Plasma,
430,30061-6,Aspartate/Creatinine [Ratio] in Urine,
431,7726-3,Sunflower Pollen IgE Ab [Units/volume] in Serum,
432,51988-4,Ureaplasma urealyticum DNA [Presence] in Unspecified specimen by Probe and target amplification method,
433,44189-9,Sacroiliac Joint X-ray GE 3 views,
434,70791-9,My mind is as sharp as it has always been in the past 7 days [FACIT],
435,74401-1,Lymphocytes [#/volume] in Cord blood,
436,67988-6,I was bothered by little things in the past 7 days [NeuroQol],
437,10528-8,Acetophenazine [Mass/volume] in Serum or Plasma,
438,7156-3,Boxelder IgG Ab [Units/volume] in Serum,
439,58937-4,F12 gene mutations found [Type] in Blood or Tissue by Molecular genetics method,
440,65258-6,Compared to other children or does this child await turn or stand in line and take turns [PhenX],
441,5466-8,Deprecated CD34+DR+ cells/100 cells in Blood,
442,51401-8,CD81 cells/100 cells in Tissue,
443,66155-3,At what age was diabetes first treated [PhenX],
444,8381-6,Hepatic artery Diastolic blood pressure,
445,36813-4,Abdomen and Pelvis CT W contrast IV,
446,58266-8,Ever diagnosed by a doctor as having an abdominal aortic aneurysm,
447,41310-4,Shoulder - right Extension Passive Range of Motion Quantitative,
448,12468-5,Amino acids [Identifier] in Serum or Plasma,
449,70148-2,Methadone [Presence] in Urine by Screen method >150 ng/mL,
450,1421-7,Cortisol [Mass/volume] in Serum or Plasma --32 hours post 40 ug corticotropin IM BID 3 day,
451,62095-5,I felt stressed in past 7 days [PROMIS],
452,17049-8,Latex glove extract ammoniated IgE Ab [Units/volume] in Blood,
453,33739-4,Lymphatic.small vessel.invasion by CAP cancer protocols,
454,72972-3,Phenytoin induced neutrophil IgG Ab [Presence] in Serum or Plasma by Flow cytometry (FC),
455,28802-7,Sphere N 1 LM glasses lens - left,
456,42292-3,SPECT for tumor W Tl-201 IV,
457,20365-3,Region of interest Volume/Volume 2 by US.calculated,
458,28204-6,Sexual dysfunction [CCC],
459,67039-8,How many times in the last year have you failed to obey the courts [PhenX],
460,42364-0,Streptococcus pneumoniae 6 IgG panel [Mass/volume] - Serum,
461,69494-3,OPTIMAL confidence - baseline,
462,53672-2,Fetal Lung - right Diameter US,
463,17197-5,CD79b cells/100 cells in Blood,
464,17459-9,Phospholipid IgA Ab [Units/volume] in Serum by Immunoassay,
465,42984-5,Parainfluenza virus 1 Ab [Titer] in Serum --2nd specimen,
466,74240-3,HEDIS 2014 Value Set - Cervical Cytology,
467,58569-5,Corticotropin [Mass/volume] in Plasma --1 day post dose metyrapone,
468,39340-5,Spine Lumbar X-ray lateral standing and W flexion and W extension,
469,48217-4,Soybean triggered leukotriene release [Mass/volume] by Leukocytes,
470,60511-3,Text-treatment section Set NAACCR v.12,
471,51054-5,CD126 blasts [Units/volume] in Unspecified specimen,
472,16778-3,Dinitrophenol [Presence] in Serum or Plasma,
473,43096-7,Eastern equine encephalitis virus IgM Ab [Presence] in Unspecified specimen,
474,16293-3,11-Deoxycorticosteroids [Mass/volume] in Plasma,
475,45693-9,Other current or more detailed diagnoses and ICD9 codes [Minimum Data Set],
476,42771-6,Streptococcus pneumoniae serotype IgG Ab [interpretation] in Serum Narrative,
477,12494-1,Amobarbital [Presence] in Stool,
478,75123-0,Hypoxanthine [Moles/volume] in Cerebral spinal fluid,
479,22044-2,Other treatment Cancer Narrative,
480,50127-0,3-Hydroxypalmitoylcarnitine (C16-OH)/Creatinine [Molar ratio] in Urine,
481,40958-1,Cryptosporidium parvum identified in Stool,
482,41901-0,Type of Blood pressure device,
483,32877-3,Guardian previous action taken Observed,
484,42488-7,Aspergillus sp Ab [Titer] in Pleural fluid by Complement fixation,
485,44716-9,Creatinine/Calcium [Mass Ratio] in Urine,
486,16740-3,Dengue virus Ab [Presence] in Serum,
487,44386-1,Hydroxyproline/Creatinine [Mass Ratio] in 24 hour Urine,
488,29419-9,Pulmonary vein - right upper Peak systolic flow/Peak diastole flow by US.doppler,
489,62463-5,Enterovirus RNA [#/volume] (viral load) in Cerebral spinal fluid by Probe and target amplification method,
490,68497-7,Previous cesarean deliveries #,
491,71628-2,Macrophages/Leukocytes [Pure number fraction] in Peritoneal fluid by Manual count,
492,5519-4,Deprecated CD66d cells/100 cells in Blood,
493,73466-5,Ceftizoxime induced platelet IgG Ab [Presence] in Serum or Plasma by Flow cytometry (FC),
494,36208-7,Upper arm MRI W contrast IV,
495,61403-2,Stenotrophomonas maltophilia DNA [Presence] in Unspecified specimen by Probe and target amplification method,
496,63578-9,In your lifetime or what is the largest number of drinks you have ever had in a 24 hour period or including all types of alcohol [PhenX],
497,38672-2,P-cresol [Mass/volume] in Air,
498,7709-9,Sole IgE Ab [Units/volume] in Serum,
499,34041-4,Partial edentulism {Dental arch} Kennedy classification,
500,30492-3,Streptococcus pneumoniae 19 IgG Ab [Mass/volume] in Serum --1st specimen,
501,2145-1,Cortisol Free [Mass/volume] in Serum or Plasma,
502,66570-3,Has a doctor ever said that you had a broken or fractured bone [PhenX],
503,54501-2,Identification information,
504,54686-1,Put the resident at significant risk for physical illness or injury in last 7 days [MDSv3],
505,36135-2,Ankle CT W contrast IV,
506,436-6,Rolitetracycline [Susceptibility] by Minimum inhibitory concentration (MIC),
507,71109-3,I have trouble getting around in public places in the past 7 days [FACIT],
508,6551-6,Streptococcus agalactiae Ag [Presence] in Throat by Immunofluorescence,
509,25413-6,Fluoride [Moles/time] in 24 hour Urine,
510,40101-8,Activated partial thromboplastin time (aPTT) in Platelet poor plasma by Coagulation assay --30 minutes post XXX challenge,
511,4189-7,Clindamycin [Mass] of Dose,
512,63871-8,For how many years were you exposed to smoke from other peoples cigarettes or tobacco products during this time at this location [PhenX],
513,51229-3,CD11b cells/100 cells in Bone marrow,
514,25536-4,Clostridium tetani toxoid IgE Ab RAST class [Presence] in Serum,
515,42776-5,AV shunt Scan,
516,66275-9,Day sequence [PhenX],
517,21379-3,Malt IgG Ab RAST class [Presence] in Serum,
518,821-9,Au sup(a) Ab [Presence] in Serum or Plasma from Blood product unit,
519,72294-2,Undermining clock position of Wound,
520,53185-5,Glutarylcarnitine (C5-DC)+3-Hydroxydecanoylcarnitine (C10-OH)/Octanoylcarnitine (C8) [Molar ratio] in Dried blood spot,
521,37249-0,Temporomandibular joint - right MRI W contrast IV,
522,45545-1,Transfer aid [Minimum Data Set],
523,57229-7,Status of most problematic pressure ulcer [OASIS-C],
524,50121-3,3-Hydroxypalmitoleylcarnitine (C16:1-OH) [Moles/volume] in Dried blood spot,
525,12712-6,Hemoglobin S+D+G region [Presence] in Blood by Electrophoresis alkaline (pH 8.9),
526,60217-7,Chloride [Moles/volume] in Mother's milk,
527,61356-2,Medication pharmaceutical advice.extended Document,
528,24740-3,Internal auditory canal and Posterior fossa MRI W and WO contrast IV,
529,63123-4,Cumin IgG Ab [Mass/volume] in Serum,
530,45923-0,Resident assessment protocol 4--Communication - proceed with care [Minimum Data Set],
531,28617-9,Dentistry Progress note,
532,49501-0,Calcium oxalate monohydrate/Total in Stone by Infrared spectroscopy,
533,41380-7,Knee Flexion Passive Range of Motion Quantitative,
534,71224-0,My child thinks I worry too much about him-her in the past 7 days [FACIT],
535,53993-2,Nuclear Ab pattern.centrosomal [Titer] in Serum by Immunofluorescence,
536,45553-5,Repetitive physical movements [Minimum Data Set],
537,73804-7,Oxygen saturation sensor name,
538,33604-0,Chlamydia trachomatis I IgM Ab [Titer] in Serum,
539,21773-7,Chromosome 8 trisomy [Presence] in Blood or Tissue by Cytogenetics,
540,17807-9,Cyclosporine [Mass/volume] in Body fluid,
541,4325-7,Methoxyphenamine [Mass] of Dose,
542,45939-6,Resident assessment protocol 12--Nutritional status - proceed with care [Minimum Data Set],
543,62057-5,I felt scared in past 7 days [PROMIS],
544,22522-7,Salmonella paratyphi B H Ab [Titer] in Serum,
545,37729-1,Hip - right X-ray lateral frog,
546,67319-4,Anyone in your child's family that has difficulty explaining things [PhenX],
547,8309-7,Body temperature from Pediatric incubator,
548,10594-0,Spermatozoa Tapering Head/100 spermatozoa in Semen,
549,71798-3,Reason immunization not given,
550,42871-4,CD138 cells/100 cells in Body fluid,
551,44657-5,Dominant nodule.maximum.dimension in Prostate tumor by CAP cancer protocols,
552,38551-8,Cortisol [Mass/volume] in Serum or Plasma --pre or post dose dexamethasone,
553,75169-3,Mother's Most recent non-treponemal test titer,
554,49582-0,Trisomy 18 risk cutoff in Fetus,
555,20062-6,Airway pressure --on ventilator.pressure targeted control,
556,52230-0,Medical social services treatment plan or Past medical history (narrative),
557,9403-7,Acylcarnitine [Mass/volume] in Urine,
558,69034-7,Eastern equine encephalitis virus IgG and IgM panel - Serum by Immunofluorescence,
559,38527-8,Number of specimens received of Stool,
560,52693-9,Patient will live with at discharge [CARE],
561,50666-7,Nuclear matrix protein 22 [Presence] in Urine,
562,36873-8,Orbit - left MRI WO contrast,
563,73610-8,Sarafloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),
564,33943-2,Chlamydophila pneumoniae+Chlamydophila psittaci DNA [Presence] in Cerebral spinal fluid by Probe and target amplification method,
565,63721-5,What was the depth of the private well [PhenX],
566,25535-6,Teicoplanin [Moles/volume] in Serum or Plasma --trough,
567,67201-4,Other histopathologic type for primary colorectal cancer [PhenX],
568,44727-6,HLA-DP2 [Presence],
569,41826-9,Elbow - left X-ray limited,
570,6152-3,Johnson grass IgE Ab [Units/volume] in Serum,
571,990-2,Di sup(b) Ag [Presence] on Red Blood Cells,
572,26164-4,Tibia - left and Fibula - left X-ray,
573,18727-8,Serology studies (set),
574,61320-8,Scad IgE Ab [Ratio] in Serum,
575,10472-9,Chromogranin Ag [Presence] in Tissue by Immune stain,
576,34963-9,CD3+TCR alpha beta+ cells [#/volume] in Blood,
577,52850-5,Total population of age 35-39 years Nursing unit population,
578,20962-7,Serpulina hyodysenteria [Presence] in Spiral colon by Organism specific culture,
579,32354-3,Hematocrit [Volume Fraction] of Arterial blood,
580,35960-4,Clavicle CT,
581,46227-5,Duloxetine [Mass/volume] in Serum or Plasma,
582,31768-5,Chlamydia trachomatis Ag [Presence] in Blood,
583,48949-2,Estazolam [Mass/volume] in Unspecified specimen,
584,40911-0,Streptococcus pneumoniae 51 IgG Ab [Mass/volume] in Serum by Immunoassay,
585,58541-4,Corticotropin [Moles/volume] in Plasma --11th specimen post XXX challenge,
586,53398-4,Arginine/Phenylalanine [Molar ratio] in Dried blood spot,
587,282-4,Deprecated Imipenem+Cilastatin [Susceptibility] by Minimum lethal concentration (MLC),
588,9437-5,Methylhippurate [Mass/time] in Urine,
589,72351-0,Social interaction with other people - family or friends or or others - over the past month [Reported],
590,30816-3,Peritoneum Fluoroscopic angiogram W contrast percutaneous,
591,24593-6,Head vessels MRI angiogram W contrast IV,
592,8660-3,History of Cardiovascular system disorders,
593,59065-3,Chlamydophila psittaci [Presence] in Bronchial brush by Organism specific culture,
594,36508-0,Knee - left MRI WO contrast,
595,74969-7,Methotrimeprazine [Mass/volume] in Serum or Plasma --trough,
596,49394-0,Herpes virus 7 DNA [#/volume] (viral load) in Urine by Probe and target amplification method,
597,42041-4,Scope of regional lymph node surgery 98-02 Cancer,
598,72074-8,Date last formal post dialysis weight [ESRD],
599,54325-6,Palmitoylcarnitine (C16) [Moles/volume] in Amniotic fluid,
600,56897-2,CD3-CD56+ cells/100 cells in Cerebral spinal fluid,
601,39661-4,Heart Scan at rest and W dobutamine and W radionuclide IV,
602,48676-1,HER2 [interpretation] in Tissue,
603,6692-8,Lutropin [Moles/time] in 24 hour Urine,
604,30920-3,Copper [Mass/volume] in unspecified time Urine,
605,55374-3,Hemoglobin N+I/Hemoglobin.total in Blood,
606,31514-3,Mycoplasma mycoides ss mycoides large colony Ab [Presence] in Serum,
607,44381-2,Japanese hop IgE Ab RAST class [Presence] in Serum,
608,47727-3,Pipecolate/Creatinine [Molar ratio] in Urine,
609,31978-0,Trichomonas vaginalis Ag [Presence] in Genital specimen,
610,64471-6,If I walk up one flight of stairs or I have to go slowly or stop [PhenX],
611,46979-1,Flurazepam [Mass/volume] in Serum or Plasma by Confirmatory method,
612,55822-1,Allo-tetrahydrodeoxycortisol [Mass/time] in 24 hour Urine,
613,1401-9,Cortisol [Mass/volume] in Serum or Plasma --1 hour post 250 ug corticotropin IM rapid,
614,15270-2,Tree Allergen Mix 8 (Boxelder+Silver birch+Hazelnut+White oak+London plane or Maple leaf sycamore) IgE Ab [Presence] in Serum by Multidisk,
615,2816-7,Porphyrins [Presence] in Stool,
616,54156-5,RNA polymerase I Ab [Presence] in Serum by Immunofluorescence,
617,36563-5,Hand X-ray Single view,
618,7021-9,Itraconazole [Susceptibility] by Gradient strip (E-test),
619,36157-6,Elbow CT W contrast IV,
620,46778-7,MCAD newborn screen interpretation,
621,49106-8,Phenols [Mass/volume] in Unspecified specimen,
622,22630-8,Xylose/Xylose dose in 5 hour Urine --post 25 g xylose PO,
623,13150-8,Streptococcus pneumoniae 8 Ab [Units/volume] in Serum --2nd specimen,
624,43012-4,HIV 1 gp41 Ab [Presence] in Serum,
625,62888-3,PhenX - international travel history protocol,
626,46389-3,Elbow - bilateral X-ray and radial head capitellar,
627,31579-6,Purkinje cells Ab [Units/volume] in Cerebral spinal fluid,
628,12897-5,Myelin associated glycoprotein Ab [Presence] in Cerebral spinal fluid by Immunoblot (IB),
629,70695-2,I worry about spreading the infection in the past 7 days [FACIT],
630,29033-8,YAG [#] Eye - right,
631,71720-7,Personnel mailing address Facility,
632,30304-0,Adefovir [Susceptibility],
633,63181-2,Mountain Juniper IgG Ab [Mass/volume] in Serum,
634,19152-8,Specimen specific gravity acceptable [Presence] in Urine,
635,67453-1,Duration of treatment [PhenX],
636,59593-4,7-Aminoclonazepam [Mass/volume] in Body fluid,
637,21879-2,Surgery.regional nodes examined at facility.YYY most definitive procedure [#] Cancer,
638,20495-8,Gliadin IgA Ab [Units/volume] in Serum by Immunoassay,
639,50947-1,Platelet aggregation collagen induced [Presence] in Platelet rich plasma --190 ug/mL,
640,4873-6,HLA-D w12 [Presence],
641,63934-4,Did you have this treatment or therapy for cancer [PhenX],
642,45155-9,Heparin induced platelet Ab [Units/volume] in Serum,
643,52689-7,Frequency of assistance at discharge [CARE],
644,29883-6,2-Hydroxyphenylacetate [Presence] in Urine,
645,15017-7,Alkaline phosphatase.regan/Alkaline phosphatase.total in Serum or Plasma,
646,12171-5,Fetal Lateral cerebral ventricles Transverse width US,
647,47652-3,Hypoxanthine phosphoribosyltransferase [Enzymatic activity/mass] in Placenta,
648,43825-9,Arsenic [Presence] in Gastric fluid,
649,55504-5,Somatotropin [Mass/volume] in Serum or Plasma --2 hours post dose glucagon,
650,27964-6,Streptococcus pneumoniae 6+26 Ab [Mass/volume] in Serum,
651,11432-2,Physical findings of Female genitalia,
652,62484-1,Herpes virus 6B DNA [Presence] in Serum or Plasma by Probe and target amplification method,
653,15195-1,CD3-CD19+ cells [#/volume] in Blood,
654,2001-6,Calcium [Moles/volume] in 24 hour Stool,
655,50857-2,Histamine [Moles/volume] in 3 hour Urine,
656,71268-7,My child gets tired easily in the past 7 days [FACIT],
657,19188-2,Mucin-like carcinoma associated Ag [Units/volume] in Pleural fluid,
658,28666-6,HSA distance Eye - right Phoropter,
659,69142-8,Knee - left X-ray 2 views and Sunrise,
660,43671-7,Thyroid Scan spot,
661,48695-1,Skull.base X-ray Single view,
662,18018-2,Left ventricular outflow tract Diameter by US,
663,75233-7,Norsertraline [Presence] in Urine,
664,25464-9,Lysine [Moles/time] in 24 hour Urine,
665,39647-3,Heart SPECT W Tc-99m Tetrofosmin IV,
666,60156-7,Perfluorooctanoate [Mass/volume] in Blood,
667,28990-0,Sagittal radius.inferior Eye - left Ophthalmometer,
668,69312-7,Humerus - left X-ray Single view,
669,30714-0,Spine Thoracic and Lumbar X-ray scoliosis AP,
670,13575-6,Normaprotiline [Presence] in Serum or Plasma,
671,52710-1,Long-term personal care services considered appropriate [CARE],
672,19087-6,Collection of urine specimen end time,
